title,price,location,type_de_vente,salon,chamber,toilete,area,link
Appartement long dure a cote de gare tgv,5 300 DH,Tanger,NaN,1,NaN,NaN,60,https://www.avito.ma/fr/malabata/appartements/Appartement_long_dure_a_cote_de_gare_tgv_55722429.htm
Appartement à louer 72 m² à Kénitra,3 500 DH,Kénitra,NaN,1,NaN,NaN,72,https://www.avito.ma/fr/la_ville_haute/appartements/Appartement_%C3%A0_louer_72_m%C2%B2_%C3%A0_K%C3%A9nitra_55329298.htm
Appartement de 2 chambres a cote de gare tgv,7 000 DH,Tanger,NaN,1,NaN,NaN,62,https://www.avito.ma/fr/malabata/appartements/Appartement_de_2_chambres_a_cote_de_gare_tgv_55722443.htm
61678-Appt à louer à 8000DH à Almaz (Hay Hassani),8 000 DH,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/almaz/appartements/61678_Appt_%C3%A0_louer_%C3%A0_8000DH_%C3%A0_Almaz__Hay_Hassani__55666421.htm
53950-Vente Appt à Rabat Kebibat de 85 m²,1 150 000 DH,Rabat,"Appartements, à vendre",NaN,2,1,85,https://www.avito.ma/fr/k%C3%A9bibat/appartements/53950_Vente_Appt_%C3%A0_Rabat_Kebibat_de_85_m%C2%B2_55420196.htm
Appartement à louer 70 m² à El Jadida,1 400 DH,El Jadida,NaN,1,NaN,NaN,70,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_louer_70_m%C2%B2_%C3%A0_El_Jadida_55732940.htm
appartement vacance centre ville gueliz wifi,400 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/gu%C3%A9liz/locations_de_vacances/appartement_vacance_centre_ville_gueliz_wifi_54451223.htm
appartement meublé familial familial avec Wi-Fi,200 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_hassani/locations_de_vacances/appartement_meubl%C3%A9_familial_familial_avec_Wi_Fi__54551037.htm
61815-Appt à louer à 7500DH à Gauthier,7 500 DH,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/gauthier/appartements/61815_Appt_%C3%A0_louer_%C3%A0_7500DH_%C3%A0_Gauthier_55579130.htm
Appartement à vendre 74 m² à Casablanca,6 800 DH,Casablanca,"Appartements, à vendre",NaN,2,2,74,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_40808854.htm
Appartement de lux à petits prix,250 DH /Nuit,Ifrane,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/la_prairie/locations_de_vacances/Appartement_de_lux_%C3%A0_petits_prix_37335244.htm
"maison avec 2 façades, 3 appartements",265 DH,Marrakech,NaN,3,6,3,103,https://www.avito.ma/fr/hay_izdihar/maisons_et_villas/maison_avec_2_fa%C3%A7ades__3_appartements_55732923.htm
Appartement 2ch à louer 80 m² à Casa Omaria,4 500 DH,Casablanca,NaN,2,NaN,NaN,80,https://www.avito.ma/fr/hay_chrifa/appartements/Appartement__2ch_%C3%A0_louer_80_m%C2%B2_%C3%A0_Casa_Omaria_55628756.htm
Appartement à vendre 88 m² à Salé,NaN,Salé,"Appartements, à vendre",1,NaN,NaN,88,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Sal%C3%A9_54826960.htm
Appartement à vendre 76 m² à Temara,800 000 DH,Temara,"Appartements, à vendre",1,2,2,76,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Temara_55722410.htm
Appartement 87m Meublé Proche BD Ziraoui,6 500 DH,Casablanca,NaN,1,NaN,NaN,87,https://www.avito.ma/fr/maarif/appartements/Appartement_87m_Meubl%C3%A9_Proche_BD_Ziraoui__55614422.htm
Appart meuble,1 800 DH,Martil,NaN,1,NaN,NaN,57,https://www.avito.ma/fr/martil/appartements/Appart_meuble_53623285.htm
appartement familial sans intermédiaire Wi-Fi,200 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/marjane/locations_de_vacances/appartement_familial_sans_interm%C3%A9diaire_Wi_Fi__55236323.htm
Appartement à vendre 97 m² à Casablanca,650 000 DH,Casablanca,"Appartements, à vendre",3,2,2,97,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_55732911.htm
Appartement à louer 65 m² à Casablanca,4 000 DH,Casablanca,NaN,1,NaN,NaN,65,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_louer_65_m%C2%B2_%C3%A0_Casablanca_55628815.htm
Appart NON MEUBLÉ 200 m² 3 CH Terrasse Piscine,13 000 DH,Agadir,NaN,1,NaN,NaN,200,https://www.avito.ma/fr/illigh/appartements/Appart_NON_MEUBL%C3%89_200_m%C2%B2_3_CH_Terrasse_Piscine__54972955.htm
charmante appartement 3 chambres vue sur mer,17 000 DH,Tanger,NaN,2,NaN,NaN,200,https://www.avito.ma/fr/malabata/appartements/charmante_appartement_3_chambres_vue_sur_mer__55511675.htm
appartement meuble a vendre quartier moudjahidine,2 400 000 DH,Tanger,"Appartements, à vendre",1,3,2,161,https://www.avito.ma/vi/54862695.htm
Appartement économique à vendre,190 000 DH,Salé,"Appartements, à vendre",1,2,1,55,https://www.avito.ma/vi/54265071.htm
Appartement à louer 3 chambre comme neuf,9 500 DH,Rabat,NaN,1,NaN,NaN,119,https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_louer_3_chambre_comme_neuf__55554656.htm
Appartement 2 Chambres - Piscine et Accès Plage,6 000 DH,El Mansouria,NaN,1,NaN,NaN,118,https://www.avito.ma/fr/el_mansouria/appartements/Appartement_2_Chambres___Piscine_et_Acc%C3%A8s_Plage_55688783.htm
nounou ménage cuisine repassage aide cuisine,2375 DH,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre/femmes_de_m%C3%A9nages__nounous_et_chauffeurs/nounou_m%C3%A9nage_cuisine_repassage_aide_cuisine__55099434.htm
Appartement à vendre 119 m² à Casablanca,NaN,Casablanca,"Appartements, à vendre",1,NaN,NaN,119,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_119_m%C2%B2_%C3%A0_Casablanca_54915222.htm
Neuf apartement à vendre 90m² 2ème ètage,NaN,Agadir,"Appartements, à vendre",1,NaN,NaN,90,https://www.avito.ma/fr/hay_mohammadi/appartements/Neuf_apartement__%C3%A0_vendre_90m%C2%B2_2%C3%A8me_%C3%A8tage__55702067.htm
Appartement à vendre 116 m² à Rabat,1 500 000 DH,Rabat,"Appartements, à vendre",1,3,2,116,https://www.avito.ma/fr/guich_oudaya/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Rabat_55466776.htm
Appartement meublé de 80m² a Najd 2,3 600 DH,El Jadida,NaN,2,NaN,NaN,80,https://www.avito.ma/fr/najd/appartements/Appartement_meubl%C3%A9_de_80m%C2%B2_a_Najd_2_55412754.htm
Excellents appartements à louer,5 000 DH,Temara,NaN,2,NaN,NaN,80,https://www.avito.ma/fr/autre_secteur/appartements/Excellents_appartements_%C3%A0_louer_55578380.htm
Appartement bien située à vendre,350 000 DH,El Jadida,"Appartements, à vendre",2,2,1,71,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_bien_situ%C3%A9e_%C3%A0_vendre__55722337.htm
appartement chic avec wifi,250 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_salam/locations_de_vacances/appartement__chic_avec_wifi_53389462.htm
Appartement 2 CH AU 4ème ET DERNIER ÉTAGE,600 000 DH,Agadir,"Appartements, à vendre",1,2,1,60,https://www.avito.ma/fr/hay_salam/appartements/Appartement_2_CH_AU_4%C3%A8me_ET_DERNIER_%C3%89TAGE_55677358.htm
Appartement à louer NMI212,4 000 DH,Tanger,NaN,1,NaN,NaN,80,https://www.avito.ma/fr/draoua/appartements/Appartement_%C3%A0_louer_NMI212_55718392.htm
Appartement location à Errachidia climatisé,NaN,Errachidia,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/errachidia/locations_de_vacances/_Appartement_location_%C3%A0_Errachidia_climatis%C3%A9_55626018.htm
Très propre appart au centre a fes,250 DH /Nuit,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/ain_amiyer/locations_de_vacances/Tr%C3%A8s_propre_appart_au_centre_a_fes_46631518.htm
Appartement 2 chambres wifi 124m,200 DH /Nuit,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/al_hadiqa/locations_de_vacances/Appartement_2_chambres_wifi_124m_49787026.htm
appartement salondeuxchambres,499 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/bourgogne/locations_de_vacances/appartement_salondeuxchambres_55066568.htm
Appartement à louer à Belvédère,6 300 DH,Casablanca,NaN,1,NaN,NaN,120,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_louer_%C3%A0_Belv%C3%A9d%C3%A8re_55705635.htm
Appart seul escalier 163 m² à côté Marjane 3 face,1 180 000 DH,El Jadida,"Appartements, à vendre",2,3,2,163,https://www.avito.ma/fr/najmat_al_janoub/appartements/Appart_seul_escalier_163_m%C2%B2_%C3%A0_c%C3%B4t%C3%A9_Marjane_3_face__55003068.htm
Appartement à vendre 153 m² à Casablanca,1 500 000 DH,Casablanca,"Appartements, à vendre",2,3,2,153,https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_153_m%C2%B2_%C3%A0_Casablanca_55705622.htm
Appartement vacances centre Fès,NaN,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre/locations_de_vacances/Appartement_vacances_centre_F%C3%A8s_54847237.htm
appartement à vendre immeuble Yasmine,1 000 000 DH,Agadir,"Appartements, à vendre",1,2,2,82,https://www.avito.ma/fr/av_mokawama/appartements/appartement_%C3%A0_vendre_immeuble_Yasmine__55718402.htm
Restaurant Neuf 130m2 tout équipé AFFAIRE À SAISIR,4 500 000 DH,Martil,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/martil/business_et_affaires_commerciales/Restaurant_Neuf_130m2_tout_%C3%A9quip%C3%A9_AFFAIRE_%C3%80_SAISIR_55246658.htm
Appartement neuf location de vacances à Agadir,NaN,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_mohammadi/locations_de_vacances/Appartement_neuf_location_de_vacances_%C3%A0_Agadir_52623749.htm
APPARTEMENT à résidence De l’HÔTEL IBIS,300 DH /Nuit,Mohammedia,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/quartier_du_parc/locations_de_vacances/APPARTEMENT_%C3%A0_r%C3%A9sidence_De_l_H%C3%94TEL_IBIS_27992908.htm
RBA-HA-1041 - Appartement à vendre à L'Ocean,1 800 000 DH,Rabat,"Appartements, à vendre",NaN,3,2,158,https://www.avito.ma/fr/quartier_de_l'oc%C3%A9an/appartements/RBA_HA_1041___Appartement_%C3%A0_vendre_%C3%A0_L_Ocean_54878337.htm
RBA-SKH-TE-1053 - Appartement à vendre à Guich O...,1 750 000 DH,Rabat,"Appartements, à vendre",NaN,3,2,NaN,https://www.avito.ma/fr/guich_oudaya/appartements/RBA_SKH_TE_1053___Appartement_%C3%A0_vendre_%C3%A0_Guich_O____54932352.htm
Joli Appartement à louer centre Ville Agadir,NaN,Agadir,NaN,2,NaN,NaN,150,https://www.avito.ma/fr/centre_ville/appartements/Joli_Appartement_%C3%A0_louer_centre_Ville_Agadir_54159606.htm
Appartement à vendre 144 m² à Casablanca 2mars,1 600 000 DH,Casablanca,"Appartements, à vendre",2,3,2,118,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_144_m%C2%B2_%C3%A0_Casablanca_2mars_55732884.htm
Location appartement,8 300 DH,Rabat,NaN,1,NaN,NaN,80,https://www.avito.ma/fr/hassan/appartements/Location_appartement__55613261.htm
Appartement à vendre 160 m² à Casablanca Marina,3 700 000 DH,Casablanca,"Appartements, à vendre",2,2,2,160,https://www.avito.ma/fr/marina/appartements/Appartement_%C3%A0_vendre_160_m%C2%B2_%C3%A0_Casablanca_Marina_55714361.htm
Location appartement par jour trois chambres salon,NaN,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/anfa/locations_de_vacances/Location_appartement_par_jour_trois_chambres_salon_55210665.htm
Appartement à vendre 96 m² à Agadir,1 230 000 DH,Agadir,"Appartements, à vendre",1,2,2,96,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Agadir_54435593.htm
Appartement à louer 85 m² à Fès Avec climatiseur,350 DH /Nuit,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/narjis/locations_de_vacances/Appartement_%C3%A0_louer_85_m%C2%B2_%C3%A0_F%C3%A8s_Avec_climatiseur_54268112.htm
Appartement à vendre 63 m² à Agadir,600 000 DH,Agadir,"Appartements, à vendre",1,2,1,60,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Agadir_55682805.htm
Appartement de vacances – Proche de la Gare Agdal,950 DH /Nuit,Rabat,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/vi/55695017.htm
location appartement 60 m² wifak temara,2 500 DH,Temara,NaN,1,NaN,NaN,60,https://www.avito.ma/vi/55462982.htm
Roches noires appartement vide a louer,3 800 DH,Casablanca,NaN,1,NaN,NaN,97,https://www.avito.ma/fr/roches_noires/appartements/Roches_noires_appartement_vide_a_louer_55729565.htm
Grande idéal appartement pour les Vacances Guilez,300 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/gu%C3%A9liz/locations_de_vacances/Grande_id%C3%A9al_appartement_pour_les_Vacances_Guilez__55665056.htm
Appartement meublé en location,5 000 DH,Kénitra,NaN,NaN,NaN,NaN,1,https://www.avito.ma/fr/mimosas/appartements/Appartement_meubl%C3%A9_en_location__54672135.htm
Appartement de 99 m2 Agdal,200 DH /Nuit,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/agdal/locations_de_vacances/Appartement_de_99_m2_Agdal_30552984.htm
Appartement 80 m² à hay al matar,3 500 DH,Nador,NaN,1,NaN,NaN,80,https://www.avito.ma/fr/hay_al_matar/appartements/Appartement_80_m%C2%B2_%C3%A0_hay_al_matar_54461061.htm
Appartement neuf location de vacances à Agadir,NaN,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/autre_secteur/locations_de_vacances/Appartement_neuf_location_de_vacances_%C3%A0_Agadir_53068811.htm
شقة الهبال 130m مشمشة فيها شروط الدعم,680 000 DH,Had Soualem,"Appartements, à vendre",1,3,2,130,https://www.avito.ma/fr/had_soualem/appartements/%D8%B4%D9%82%D8%A9_%D8%A7%D9%84%D9%87%D8%A8%D8%A7%D9%84_130m__%D9%85%D8%B4%D9%85%D8%B4%D8%A9_%D9%81%D9%8A%D9%87%D8%A7_%D8%B4%D8%B1%D9%88%D8%B7_%D8%A7%D9%84%D8%AF%D8%B9%D9%85_47270670.htm
Appartement à louer 110 m² à Temara,8 000 DH,Temara,NaN,1,NaN,NaN,110,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_louer_110_m%C2%B2_%C3%A0_Temara_55732873.htm
Très Belle Appart Résidence Chic,250 DH /Nuit,Essaouira,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre_ville/locations_de_vacances/Tr%C3%A8s_Belle_Appart_R%C3%A9sidence_Chic__55732872.htm
Dublex Appartt 123 m² à Ibn badis 2 face,980 000 DH,El Jadida,"Appartements, à vendre",2,3,3,123,https://www.avito.ma/fr/centre/appartements/Dublex_Appartt_123_m%C2%B2_%C3%A0_Ibn_badis_2_face__55397178.htm
Appartement à vendre 100 m² à Casablanca,740 000 DH,Casablanca,"Appartements, à vendre",1,4,3,100,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Casablanca_55328964.htm
Appartement Haut Standing à les orchidées,10 000 DH,Mohammedia,NaN,1,NaN,NaN,124,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_Haut_Standing_%C3%A0_les_orchid%C3%A9es_55686001.htm
Appartement en Rez de Jardin,570 000 DH,Marrakech,"Appartements, à vendre",2,2,2,65,https://www.avito.ma/fr/route_d'amezmiz/appartements/Appartement_en_Rez_de_Jardin_55556486.htm
Sidi maarouf apparement meublé a louer,5 000 DH,Casablanca,NaN,1,NaN,NaN,90,https://www.avito.ma/fr/sidi_maarouf/appartements/Sidi_maarouf_apparement_meubl%C3%A9_a_louer__55729550.htm
Appartement à vendre 74 m² à Marrakech,660 000 DH,Marrakech,"Appartements, à vendre",1,2,2,61,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Marrakech_54693268.htm
Appartement vide à louer Triangle d’Or,10 000 DH,Casablanca,NaN,1,NaN,NaN,105,https://www.avito.ma/fr/triangle_d'or/appartements/Appartement_vide_%C3%A0_louer_Triangle_d_Or_55722368.htm
Appartement à vendre 81 m² à Dar Bouazza,1 350 000 DH,Dar Bouazza,"Appartements, à vendre",1,2,2,81,https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_%C3%A0_vendre_81_m%C2%B2_%C3%A0_Dar_Bouazza_55714260.htm
Appartement vue mer avec piscine à Taghazout,NaN,Taghazout,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/taghazout/locations_de_vacances/Appartement_vue_mer_avec_piscine_%C3%A0_Taghazout_53594031.htm
Appartement traversant à Victoria,1 647 000 DH,Bouskoura,"Appartements, à vendre",1,3,2,126,https://www.avito.ma/fr/victoria/appartements/Appartement_traversant_%C3%A0_Victoria__55529721.htm
Appartement 120m² 3ch 3ème Résd Riad Abdelmoumen,12 000 DH,Casablanca,NaN,2,NaN,NaN,120,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_120m%C2%B2_3ch_3%C3%A8me_R%C3%A9sd_Riad_Abdelmoumen_55154551.htm
Appartement à vendre 89 m² à El Jadida,680 000 DH,El Jadida,"Appartements, à vendre",1,2,1,89,https://www.avito.ma/fr/najd/appartements/Appartement_%C3%A0_vendre_89_m%C2%B2_%C3%A0_El_Jadida_54662356.htm
Joli Appartement à vendre 62M² 2ème ètage,NaN,Agadir,"Appartements, à vendre",1,NaN,NaN,62,https://www.avito.ma/fr/hay_mohammadi/appartements/Joli_Appartement_%C3%A0_vendre_62M%C2%B2_2%C3%A8me_%C3%A8tage_55666528.htm
appartement avec parking bien sécurisé FAMILLE,200 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_salam/locations_de_vacances/appartement_avec_parking_bien_s%C3%A9curis%C3%A9_FAMILLE_54429665.htm
Appartement Centre Marrakech Gueliz,800 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/gu%C3%A9liz/locations_de_vacances/Appartement_Centre_Marrakech_Gueliz__55494263.htm
Appartement à vendre 142 m² à Casablanca,6 000 000 DH,Casablanca,"Appartements, à vendre",1,2,3,142,https://www.avito.ma/fr/a%C3%AFn_diab/appartements/Appartement_%C3%A0_vendre_142_m%C2%B2_%C3%A0_Casablanca_50507466.htm
Appartement de vacance wifi,300 DH /Nuit,Meknès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/ville_nouvelle/locations_de_vacances/Appartement_de_vacance_wifi_44999301.htm
Appartement à vendre 70 m² à Temara,690 000 DH,Temara,"Appartements, à vendre",1,2,2,70,https://www.avito.ma/fr/skikina/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Temara_51977528.htm
Appartement à louer 100 m² à Temara,4 200 DH,Temara,NaN,1,NaN,NaN,100,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_louer_100_m%C2%B2_%C3%A0_Temara_54605895.htm
appartement location courte duree etudiants,5 500 DH,Tanger,NaN,1,NaN,NaN,90,https://www.avito.ma/fr/de_la_plage/appartements/appartement_location_courte_duree_etudiants_55066995.htm
Appartement dernier étage sans vis-à-vis,3 700 000 DH,Casablanca,"Appartements, à vendre",1,3,2,142,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_dernier_%C3%A9tage_sans_vis_%C3%A0_vis__55704308.htm
Appartement à vendre 82 m² à Temara,660 000 DH,Temara,"Appartements, à vendre",1,2,1,82,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Temara_55690519.htm
appartement a louer,5 500 DH,Mohammedia,NaN,1,NaN,NaN,100,https://www.avito.ma/fr/corniche/appartements/appartement_a_louer__55725931.htm
Appartement à vendre 87 m² 3ème ètage,NaN,Agadir,"Appartements, à vendre",1,NaN,NaN,87,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_3%C3%A8me_%C3%A8tage__55681175.htm
Appartement à vendre 48 m² à Martil,NaN,Martil,"Appartements, à vendre",1,NaN,NaN,48,https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_48_m%C2%B2_%C3%A0_Martil_55732851.htm
propre appartement,NaN,Al Hoceima,NaN,1,NaN,NaN,50,https://www.avito.ma/vi/53599805.htm
appartement 2chambres McDo 2 min - Gueliz 9 min,350 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/vi/55299715.htm
résidence sécurisée avec parking RDC,300 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_salam/locations_de_vacances/r%C3%A9sidence_s%C3%A9curis%C3%A9e_avec_parking_RDC_55732850.htm
appartements à louer,4 500 DH,Temara,NaN,1,NaN,NaN,105,https://www.avito.ma/fr/wifak/appartements/_appartements_%C3%A0_louer_55626420.htm
d'appartements Neuf à louer gueliz Marrakech,300 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/gu%C3%A9liz/locations_de_vacances/d_appartements_Neuf_%C3%A0_louer_gueliz_Marrakech__55705709.htm
Appartement au 1 étage,300 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/gu%C3%A9liz/locations_de_vacances/Appartement_au_1_%C3%A9tage__54642866.htm
Appartement à louer 100 m² à Temara,4 200 DH,Temara,NaN,1,NaN,NaN,100,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_louer_100_m%C2%B2_%C3%A0_Temara_55308105.htm
Appartement à vendre 78 m² à Agadir,570 000 DH,Agadir,"Appartements, à vendre",1,2,1,78,https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Agadir_54949904.htm
Appartement à louer 80 m² à Agadir,3 000 DH,Agadir,NaN,1,NaN,NaN,80,https://www.avito.ma/fr/hay_najah/appartements/Appartement_%C3%A0_louer_80_m%C2%B2_%C3%A0_Agadir_55732846.htm
appartement à louer par journnée,300 DH /Nuit,Kénitra,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre/locations_de_vacances/appartement_%C3%A0_louer_par_journn%C3%A9e__55732845.htm
appartement location sour mer,299 DH /Nuit,Tanger,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/malabata/locations_de_vacances/appartement_location_sour_mer__55732841.htm
Location studio de luxe à 2 Mars,500 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/2_mars/locations_de_vacances/Location_studio_de_luxe_%C3%A0_2_Mars_55435521.htm
Appartement à vendre 64 m² à Agadir,NaN,Agadir,"Appartements, à vendre",1,NaN,NaN,64,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Agadir_55454973.htm
